rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
1259	NAHR_00975_chr16_11M	chr16	11924729	11943679	14935816	14954513	11943679	14935816	2992137	18823	0.9805	4.191	52	3	0		
1260	NAHR_01008_chr16_11M	chr16	11924729	11943679	14935816	14954513	11943679	14935816	2992137	18823	0.9805	4.191	52	3	0		
1261	NAHR_00976_chr16_11M	chr16	11924729	11943679	14749195	14767974	11943679	14749195	2805516	18864	0.9794	4.187	41	3	0		
1262	NAHR_00995_chr16_11M	chr16	11924729	11943679	14749195	14767974	11943679	14749195	2805516	18864	0.9794	4.187	41	3	0		
1263	NAHR_00660_chr13_52M	chr13	52209713	52310301	52502257	52596729	52310301	52502257	191956	97530	0.9899	4.939	8	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1264	NAHR_00663_chr13_52M	chr13	52209713	52310301	52502257	52596729	52310301	52502257	191956	97530	0.9899	4.939	8	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1265	NAHR_00973_chr16_11M	chr16	11924729	11943679	15361096	15379921	11943679	15361096	3417417	18887	0.9764	4.175	62	3	0		
1266	NAHR_00977_chr16_11M	chr16	11925062	11943679	14710071	14728526	11943679	14710071	2766392	18536	0.9783	4.175	39	3	0		
1267	NAHR_00987_chr16_11M	chr16	11925062	11943679	14710071	14728526	11943679	14710071	2766392	18536	0.9783	4.175	39	3	0		
1268	NAHR_01032_chr16_11M	chr16	11924729	11943679	15361096	15379921	11943679	15361096	3417417	18887	0.9764	4.175	62	3	0		
1269	NAHR_02206_chr5_69M	chr5	69902115	69988504	70129602	70216028	69988504	70129602	141098	86407	0.9970	4.922	3	1	0		SMN2=HP:0025708:Early young adult onset
1270	NAHR_02212_chr5_69M	chr5	69902115	69988504	70129602	70216028	69988504	70129602	141098	86407	0.9970	4.922	3	1	0		SMN2=HP:0025708:Early young adult onset
1271	NAHR_02240_chr5_70M	chr5	70777181	70863591	71129921	71216392	70863591	71129921	266330	86440	0.9965	4.920	6	1	0		SMN1=HP:0025708:Early young adult onset
1272	NAHR_02254_chr5_70M	chr5	70777181	70863591	71129921	71216392	70863591	71129921	266330	86440	0.9965	4.920	6	1	0		SMN1=HP:0025708:Early young adult onset
1273	NAHR_00355_chr1_148M	chr1	148103509	148144845	149058694	149099857	148144845	149058694	913849	41249	0.9748	4.499	20	2	0		
1274	NAHR_00436_chr1_148M	chr1	148103509	148144845	149058694	149099857	148144845	149058694	913849	41249	0.9748	4.499	20	2	0		
1275	NAHR_02125_chr3_123M	chr3	123716994	123722435	125681150	125686649	123722435	125681150	1958715	5470	0.9614	3.594	21	5	0		MYLK=HP:0000003:Multicystic kidney dysplasia
1276	NAHR_02129_chr3_123M	chr3	123716994	123722435	125681150	125686649	123722435	125681150	1958715	5470	0.9614	3.594	21	5	0		MYLK=HP:0000003:Multicystic kidney dysplasia
1277	NAHR_00264_chr1_145M	chr1	145574301	145579459	146098169	146103273	145579459	146098169	518710	5131	0.9678	3.591	27	5	0		
1278	NAHR_00296_chr1_145M	chr1	145574301	145579459	146098169	146103273	145579459	146098169	518710	5131	0.9678	3.591	27	5	0		
1279	NAHR_02916_chrY_24M	chrY	24772455	24811468	24847268	24885715	24811468	24847268	35800	38730	0.9781	4.487	2	2	0		DAZ3=HP:0000028:Cryptorchidism;DAZ4=HP:0000028:Cryptorchidism
1280	NAHR_02920_chrY_24M	chrY	24772455	24811468	24847268	24885715	24811468	24847268	35800	38730	0.9781	4.487	2	2	0		DAZ3=HP:0000028:Cryptorchidism;DAZ4=HP:0000028:Cryptorchidism
1281	NAHR_00265_chr1_145M	chr1	145574301	145579459	146079272	146084390	145579459	146079272	499813	5138	0.9671	3.589	27	5	0		
1282	NAHR_00290_chr1_145M	chr1	145574301	145579459	146079272	146084390	145579459	146079272	499813	5138	0.9671	3.589	27	5	0		
1283	NAHR_00266_chr1_145M	chr1	145574301	145579459	146112319	146117419	145579459	146112319	532860	5129	0.9664	3.585	27	5	0		
1284	NAHR_00299_chr1_145M	chr1	145574301	145579459	146112319	146117419	145579459	146112319	532860	5129	0.9664	3.585	27	5	0		
1285	NAHR_00359_chr1_148M	chr1	148103790	148120790	149475817	149492889	148120790	149475817	1355027	17036	0.9698	4.104	27	3	0		
1286	NAHR_00458_chr1_148M	chr1	148103790	148120790	149475817	149492889	148120790	149475817	1355027	17036	0.9698	4.104	27	3	0		
1287	NAHR_00974_chr16_11M	chr16	11924729	11940753	15101779	15117686	11940753	15101779	3161026	15965	0.9759	4.102	58	3	0		
1288	NAHR_01012_chr16_11M	chr16	11924729	11940753	15101779	15117686	11940753	15101779	3161026	15965	0.9759	4.102	58	3	0		
1289	NAHR_01627_chr2_87M	chr2	87348633	87361750	91558880	91571708	87361750	91558880	4197130	12972	0.9936	4.087	28	3	0		
1290	NAHR_01668_chr2_87M	chr2	87348633	87361750	91558880	91571708	87361750	91558880	4197130	12972	0.9936	4.087	28	3	0		
1291	NAHR_00160_chr1_144M	chr1	144356497	144428470	145222077	145297011	144428470	145222077	793607	73453	0.9912	4.823	9	1	0		
1292	NAHR_00204_chr1_144M	chr1	144356497	144428470	145222077	145297011	144428470	145222077	793607	73453	0.9912	4.823	9	1	0		
1293	NAHR_00750_chr15_24M	chr15	24094517	24134088	24419947	24464662	24134088	24419947	285859	42143	0.9545	4.414	4	2	0		PWRN1=HP:0001623:Breech presentation
1294	NAHR_00775_chr15_24M	chr15	24094517	24134088	24419947	24464662	24134088	24419947	285859	42143	0.9545	4.414	4	2	0		PWRN1=HP:0001623:Breech presentation
1295	NAHR_00809_chr15_30M	chr15	30077907	30149102	30546955	30618102	30149102	30546955	397853	71171	0.9905	4.806	10	1	0		
1296	NAHR_00829_chr15_30M	chr15	30077907	30149102	30546955	30618102	30149102	30546955	397853	71171	0.9905	4.806	10	1	0		
1297	NAHR_02342_chr7_55M	chr7	55736704	55744515	56362380	56371294	55744515	56362380	617865	8362	0.9609	3.769	12	4	0		
1298	NAHR_02346_chr7_55M	chr7	55736704	55744515	56362380	56371294	55744515	56362380	617865	8362	0.9609	3.769	12	4	0		
1299	NAHR_02835_chrX_149M	chrX	149532423	149562200	149917295	149947803	149562200	149917295	355095	30142	0.9801	4.390	9	2	0		TMEM185A=HP:0000118:Phenotypic abnormality
1300	NAHR_02840_chrX_149M	chrX	149532423	149562200	149917295	149947803	149562200	149917295	355095	30142	0.9801	4.390	9	2	0		TMEM185A=HP:0000118:Phenotypic abnormality
1301	NAHR_00751_chr15_24M	chr15	24097310	24133983	24256707	24295285	24133983	24256707	122724	37625	0.9559	4.373	3	2	0		PWRN1=HP:0001623:Breech presentation
1302	NAHR_00762_chr15_24M	chr15	24097310	24133983	24256707	24295285	24133983	24256707	122724	37625	0.9559	4.373	3	2	0		PWRN1=HP:0001623:Breech presentation
1303	NAHR_00487_chr1_196M	chr1	196742574	196771224	196827189	196855915	196771224	196827189	55965	28688	0.9796	4.367	3	2	0		CFHR3=HP:0001937:Microangiopathic hemolytic anemia;CFHR1=HP:0001937:Microangiopathic hemolytic anemia
1304	NAHR_00489_chr1_196M	chr1	196742574	196771224	196827189	196855915	196771224	196827189	55965	28688	0.9796	4.367	3	2	0		CFHR3=HP:0001937:Microangiopathic hemolytic anemia;CFHR1=HP:0001937:Microangiopathic hemolytic anemia
1305	NAHR_00506_chr10_45M	chr10	45676295	45705380	48005032	48034157	45705380	48005032	2299652	29105	0.9782	4.367	46	2	0		
1306	NAHR_00570_chr10_45M	chr10	45676295	45705380	48005032	48034157	45705380	48005032	2299652	29105	0.9782	4.367	46	2	0		
1307	NAHR_00507_chr10_45M	chr10	45676295	45705380	47496953	47526072	45705380	47496953	1791573	29102	0.9772	4.362	37	2	0		
1308	NAHR_00561_chr10_45M	chr10	45676295	45705380	47496953	47526072	45705380	47496953	1791573	29102	0.9772	4.362	37	2	0		
1309	NAHR_01137_chr16_28M	chr16	28637651	28697135	28751784	28811313	28697135	28751784	54649	59506	0.9957	4.754	2	1	0		
1310	NAHR_01145_chr16_28M	chr16	28637651	28697135	28751784	28811313	28697135	28751784	54649	59506	0.9957	4.754	2	1	0		
1311	NAHR_00153_chr1_143M	chr1	143772884	143831884	145129135	145188250	143831884	145129135	1297251	59057	0.9959	4.752	17	1	0		
1312	NAHR_00199_chr1_143M	chr1	143772884	143831884	145129135	145188250	143831884	145129135	1297251	59057	0.9959	4.752	17	1	0		
1313	NAHR_00135_chr1_120M	chr1	120323082	120347619	120907518	120932045	120347619	120907518	559899	24532	0.9920	4.354	7	2	0		
1314	NAHR_00144_chr1_120M	chr1	120323082	120347619	120907518	120932045	120347619	120907518	559899	24532	0.9920	4.354	7	2	0		
1315	NAHR_02225_chr5_70M	chr5	70409765	70467792	71015224	71073279	70467792	71015224	547432	58041	0.9969	4.749	5	1	0		SMN1=HP:0025708:Early young adult onset
1316	NAHR_02248_chr5_70M	chr5	70409765	70467792	71015224	71073279	70467792	71015224	547432	58041	0.9969	4.749	5	1	0		SMN1=HP:0025708:Early young adult onset
1317	NAHR_01970_chr22_18M	chr22	18627690	18639943	19023255	19035499	18639943	19023255	383312	12248	0.9794	4.004	11	3	0		
1318	NAHR_02001_chr22_18M	chr22	18627690	18639943	19023255	19035499	18639943	19023255	383312	12248	0.9794	4.004	11	3	0		
1319	NAHR_01053_chr16_16M	chr16	16571299	16632191	18721533	18782479	16632191	18721533	2089342	60919	0.9879	4.727	29	1	0		XYLT1=HP:0001840:Metatarsus adductus
1320	NAHR_01086_chr16_16M	chr16	16571299	16632191	18721533	18782479	16632191	18721533	2089342	60919	0.9879	4.727	29	1	0		XYLT1=HP:0001840:Metatarsus adductus
1321	NAHR_00528_chr10_46M	chr10	46108283	46133416	48008113	48032949	46133416	48008113	1874697	24984	0.9825	4.321	36	2	0		
1322	NAHR_00572_chr10_46M	chr10	46108283	46133416	48008113	48032949	46133416	48008113	1874697	24984	0.9825	4.321	36	2	0		
1323	NAHR_00529_chr10_46M	chr10	46108283	46133420	47500009	47524876	46133420	47500009	1366589	25002	0.9818	4.318	27	2	0		
1324	NAHR_00563_chr10_46M	chr10	46108283	46133420	47500009	47524876	46133420	47500009	1366589	25002	0.9818	4.318	27	2	0		
1325	NAHR_02880_chrY_21M	chrY	21899644	21923173	22164569	22188172	21923173	22164569	241396	23566	0.9867	4.314	3	2	0		PRY2=HP:0011462:Young adult onset
1326	NAHR_02886_chrY_21M	chrY	21899644	21923173	22164569	22188172	21923173	22164569	241396	23566	0.9867	4.314	3	2	0		PRY2=HP:0011462:Young adult onset
1327	NAHR_02901_chrY_23M	chrY	23150701	23174815	23221457	23246175	23174815	23221457	46642	24416	0.9806	4.303	2	2	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1328	NAHR_02905_chrY_23M	chrY	23150701	23174815	23221457	23246175	23174815	23221457	46642	24416	0.9806	4.303	2	2	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1329	NAHR_02853_chrY_6M	chrY	6239790	6269275	9501346	9530623	6269275	9501346	3232071	29381	0.9623	4.300	30	2	0		
1330	NAHR_02863_chrY_6M	chrY	6239790	6269275	9501346	9530623	6269275	9501346	3232071	29381	0.9623	4.300	30	2	0		
1331	NAHR_00861_chr15_44M	chr15	44817436	44842217	45058580	45083192	44842217	45058580	216363	24696	0.9786	4.299	4	2	0		TERB2=HP:0031038:Spermatogenesis maturation arrest;SORD=HP:0009053:Distal lower limb muscle weakness
1332	NAHR_00866_chr15_44M	chr15	44817436	44842217	45058580	45083192	44842217	45058580	216363	24696	0.9786	4.299	4	2	0		TERB2=HP:0031038:Spermatogenesis maturation arrest;SORD=HP:0009053:Distal lower limb muscle weakness
1333	NAHR_02902_chrY_23M	chrY	23163926	23174815	24800000	24811468	23174815	24800000	1625185	11178	0.9799	3.967	11	3	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1334	NAHR_02917_chrY_23M	chrY	23163926	23174815	24800000	24811468	23174815	24800000	1625185	11178	0.9799	3.967	11	3	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1335	NAHR_01035_chr16_16M	chr16	16275650	16323839	18388341	18436486	16323839	18388341	2064502	48167	0.9985	4.676	23	1	0		
1336	NAHR_01078_chr16_16M	chr16	16275650	16323839	18388341	18436486	16323839	18388341	2064502	48167	0.9985	4.676	23	1	0		
1337	NAHR_01436_chr17_21M	chr17	21602817	21659781	22042061	22100583	21659781	22042061	382280	57743	0.9795	4.664	1	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1338	NAHR_01442_chr17_21M	chr17	21602817	21659781	22042061	22100583	21659781	22042061	382280	57743	0.9795	4.664	1	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1339	NAHR_02807_chrX_135M	chrX	135116124	135169738	135201730	135256413	135169738	135201730	31992	54148	0.9807	4.642	1	1	0		CT55=HP:0011961:Non-obstructive azoospermia
1340	NAHR_02808_chrX_135M	chrX	135116124	135169738	135201730	135256413	135169738	135201730	31992	54148	0.9807	4.642	1	1	0		CT55=HP:0011961:Non-obstructive azoospermia
1341	NAHR_01924_chr22_15M	chr22	15512082	15517858	15887101	15892892	15517858	15887101	369243	5783	0.9683	3.643	9	4	0		
1342	NAHR_01927_chr22_15M	chr22	15512082	15517858	15887101	15892892	15517858	15887101	369243	5783	0.9683	3.643	9	4	0		
1343	NAHR_01629_chr2_87M	chr2	87364436	87376065	91989152	92000663	87376065	91989152	4613087	11570	0.9629	3.913	33	3	0		
1344	NAHR_01683_chr2_87M	chr2	87364436	87376065	91989152	92000663	87376065	91989152	4613087	11570	0.9629	3.913	33	3	0		
1345	NAHR_01044_chr16_16M	chr16	16354598	16398202	18353844	18397577	16398202	18353844	1955642	43668	0.9931	4.608	15	1	0		XYLT1=HP:0001840:Metatarsus adductus
1346	NAHR_01068_chr16_16M	chr16	16354598	16398202	18353844	18397577	16398202	18353844	1955642	43668	0.9931	4.608	15	1	0		XYLT1=HP:0001840:Metatarsus adductus
1347	NAHR_01704_chr2_95M	chr2	95751181	95800190	96024404	96073263	95800190	96024404	224214	48934	0.9826	4.608	4	1	0		
1348	NAHR_01710_chr2_95M	chr2	95751181	95800190	96024404	96073263	95800190	96024404	224214	48934	0.9826	4.608	4	1	0		
1349	NAHR_02189_chr5_69M	chr5	69612601	69629572	70992103	71009585	69629572	70992103	1362531	17226	0.9972	4.224	11	2	0		SMN2=HP:0025708:Early young adult onset
1350	NAHR_02247_chr5_69M	chr5	69612601	69629572	70992103	71009585	69629572	70992103	1362531	17226	0.9972	4.224	11	2	0		SMN2=HP:0025708:Early young adult onset
1351	NAHR_00764_chr15_24M	chr15	24291651	24344133	24496953	24558726	24344133	24496953	152820	57127	0.9671	4.600	1	1	0		PWRN1=HP:0001623:Breech presentation
1352	NAHR_00781_chr15_24M	chr15	24291651	24344133	24496953	24558726	24344133	24496953	152820	57127	0.9671	4.600	1	1	0		PWRN1=HP:0001623:Breech presentation
1353	NAHR_00589_chr10_50M	chr10	50155942	50200897	50741163	50784349	50200897	50741163	540266	44070	0.9895	4.595	8	1	0		
1354	NAHR_00590_chr10_50M	chr10	50155942	50200897	50741163	50784349	50200897	50741163	540266	44070	0.9895	4.595	8	1	0		
1355	NAHR_00382_chr1_148M	chr1	148414014	148436924	149654499	149677459	148436924	149654499	1217575	22935	0.9647	4.206	21	2	0		
1356	NAHR_00481_chr1_148M	chr1	148414014	148436924	149654499	149677459	148436924	149654499	1217575	22935	0.9647	4.206	21	2	0		
1357	NAHR_01432_chr17_21M	chr17	21304469	21351656	21736308	21783461	21351656	21736308	384652	47170	0.9807	4.583	9	1	0		
1358	NAHR_01439_chr17_21M	chr17	21304469	21351656	21736308	21783461	21351656	21736308	384652	47170	0.9807	4.583	9	1	0		
1359	NAHR_01037_chr16_16M	chr16	16314570	16354855	18313689	18354101	16354855	18313689	1958834	40348	0.9933	4.575	13	1	0		XYLT1=HP:0001840:Metatarsus adductus
1360	NAHR_01061_chr16_16M	chr16	16314570	16354855	18313689	18354101	16354855	18313689	1958834	40348	0.9933	4.575	13	1	0		XYLT1=HP:0001840:Metatarsus adductus
1361	NAHR_00808_chr15_30M	chr15	30077907	30119484	30377806	30419281	30119484	30377806	258322	41526	0.9893	4.569	6	1	0		
1362	NAHR_00819_chr15_30M	chr15	30077907	30119484	30377806	30419281	30119484	30377806	258322	41526	0.9893	4.569	6	1	0		
1363	NAHR_00193_chr1_144M	chr1	144572473	144610021	145222077	145262593	144610021	145222077	612056	39032	0.9929	4.559	6	1	0		
1364	NAHR_00203_chr1_144M	chr1	144572473	144610021	145222077	145262593	144610021	145222077	612056	39032	0.9929	4.559	6	1	0		
1365	NAHR_00176_chr1_144M	chr1	144423181	144468006	145388415	145430979	144468006	145388415	920409	43694	0.9811	4.553	12	1	0		
1366	NAHR_00240_chr1_144M	chr1	144423181	144468006	145388415	145430979	144468006	145388415	920409	43694	0.9811	4.553	12	1	0		
1367	NAHR_01714_chr2_97M	chr2	97040730	97081041	97366654	97408978	97081041	97366654	285613	41317	0.9858	4.551	4	1	0		
1368	NAHR_01721_chr2_97M	chr2	97040730	97081041	97366654	97408978	97081041	97366654	285613	41317	0.9858	4.551	4	1	0		
1369	NAHR_01715_chr2_97M	chr2	97040730	97081041	97299523	97341851	97081041	97299523	218482	41319	0.9858	4.550	3	1	0		
1370	NAHR_01720_chr2_97M	chr2	97040730	97081041	97299523	97341851	97081041	97299523	218482	41319	0.9858	4.550	3	1	0		
1371	NAHR_02286_chr5_177M	chr5	177743326	177785839	178003953	178040476	177785839	178003953	218114	39518	0.9887	4.545	7	1	0		
1372	NAHR_02290_chr5_177M	chr5	177743326	177785839	178003953	178040476	177785839	178003953	218114	39518	0.9887	4.545	7	1	0		
1373	NAHR_00785_chr15_28M	chr15	28193119	28240250	28631109	28677141	28240250	28631109	390859	46581	0.9731	4.543	8	1	0		HERC2=HP:0001623:Breech presentation
1374	NAHR_00792_chr15_28M	chr15	28193119	28240250	28631109	28677141	28240250	28631109	390859	46581	0.9731	4.543	8	1	0		HERC2=HP:0001623:Breech presentation
1375	NAHR_02157_chr4_118M	chr4	118591678	118600398	119445636	119454718	118600398	119445636	845238	8901	0.9715	3.837	12	3	0		SEC24D=HP:0000684:Delayed eruption of teeth
1376	NAHR_02160_chr4_118M	chr4	118591678	118600398	119445636	119454718	118600398	119445636	845238	8901	0.9715	3.837	12	3	0		SEC24D=HP:0000684:Delayed eruption of teeth
1377	NAHR_00485_chr1_161M	chr1	161509807	161518343	161591131	161599999	161518343	161591131	72788	8702	0.9738	3.836	8	3	0		FCGR2A=HP:0001369:Arthritis;FCGR3A=HP:0000403:Recurrent otitis media
1378	NAHR_00486_chr1_161M	chr1	161509807	161518343	161591131	161599999	161518343	161591131	72788	8702	0.9738	3.836	8	3	0		FCGR2A=HP:0001369:Arthritis;FCGR3A=HP:0000403:Recurrent otitis media
1379	NAHR_01617_chr2_86M	chr2	86708833	86743083	87053643	87087879	86743083	87053643	310560	34243	0.9957	4.515	7	1	0		CD8A=HP:0002110:Bronchiectasis
1380	NAHR_01622_chr2_86M	chr2	86708833	86743083	87053643	87087879	86743083	87053643	310560	34243	0.9957	4.515	7	1	0		CD8A=HP:0002110:Bronchiectasis
1381	NAHR_02203_chr5_69M	chr5	69902115	69916327	71220209	71234413	69916327	71220209	1303882	14208	0.9950	4.132	12	2	0		SMN2=HP:0025708:Early young adult onset
1382	NAHR_02260_chr5_69M	chr5	69902115	69916327	71220209	71234413	69916327	71220209	1303882	14208	0.9950	4.132	12	2	0		SMN2=HP:0025708:Early young adult onset
1383	NAHR_01451_chr17_30M	chr17	30600452	30616027	31008336	31029520	30616027	31008336	392309	18379	0.9685	4.130	21	2	0		
1384	NAHR_01455_chr17_30M	chr17	30600452	30616027	31008336	31029520	30616027	31008336	392309	18379	0.9685	4.130	21	2	0		
1385	NAHR_00488_chr1_196M	chr1	196786971	196827189	196911496	196951222	196827189	196911496	84307	39972	0.9748	4.486	2	1	0		CFHR1=HP:0001937:Microangiopathic hemolytic anemia
1386	NAHR_00490_chr1_196M	chr1	196786971	196827189	196911496	196951222	196827189	196911496	84307	39972	0.9748	4.486	2	1	0		CFHR1=HP:0001937:Microangiopathic hemolytic anemia
1387	NAHR_00862_chr15_44M	chr15	44841602	44857549	45031634	45049216	44857549	45031634	174085	16764	0.9731	4.111	3	2	0		TERB2=HP:0031038:Spermatogenesis maturation arrest;SORD=HP:0009053:Distal lower limb muscle weakness
1388	NAHR_00865_chr15_44M	chr15	44841602	44857549	45031634	45049216	44857549	45031634	174085	16764	0.9731	4.111	3	2	0		TERB2=HP:0031038:Spermatogenesis maturation arrest;SORD=HP:0009053:Distal lower limb muscle weakness
1389	NAHR_02199_chr5_69M	chr5	69822546	69853018	70379282	70409767	69853018	70379282	526264	30478	0.9989	4.479	3	1	0		SMN2=HP:0025708:Early young adult onset
1390	NAHR_02223_chr5_69M	chr5	69822546	69853018	70379282	70409767	69853018	70379282	526264	30478	0.9989	4.479	3	1	0		SMN2=HP:0025708:Early young adult onset
1391	NAHR_00704_chr15_20M	chr15	20422624	20428912	22301946	22308242	20428912	22301946	1873034	6292	0.9967	3.786	36	3	0		
1392	NAHR_00727_chr15_20M	chr15	20422624	20428912	22301946	22308242	20428912	22301946	1873034	6292	0.9967	3.786	36	3	0		
1393	NAHR_02220_chr5_70M	chr5	70379282	70409767	71281485	71311983	70409767	71281485	871718	30491	0.9977	4.474	9	1	0		SMN1=HP:0025708:Early young adult onset
1394	NAHR_02263_chr5_70M	chr5	70379282	70409767	71281485	71311983	70409767	71281485	871718	30491	0.9977	4.474	9	1	0		SMN1=HP:0025708:Early young adult onset
1395	NAHR_02190_chr5_69M	chr5	69617009	69629572	71116986	71130056	69629572	71116986	1487414	12816	0.9962	4.092	13	2	0		SMN2=HP:0025708:Early young adult onset
1396	NAHR_02253_chr5_69M	chr5	69617009	69629572	71116986	71130056	69629572	71116986	1487414	12816	0.9962	4.092	13	2	0		SMN2=HP:0025708:Early young adult onset
1397	NAHR_02836_chrX_149M	chrX	149573131	149602236	149767137	149796257	149602236	149767137	164901	29112	0.9991	4.460	2	1	0		TMEM185A=HP:0000118:Phenotypic abnormality
1398	NAHR_02839_chrX_149M	chrX	149573131	149602236	149767137	149796257	149602236	149767137	164901	29112	0.9991	4.460	2	1	0		TMEM185A=HP:0000118:Phenotypic abnormality
1399	NAHR_00753_chr15_24M	chr15	24132938	24150879	24190150	24207203	24150879	24190150	39271	17497	0.9635	4.088	2	2	0		PWRN1=HP:0001623:Breech presentation
1400	NAHR_00758_chr15_24M	chr15	24132938	24150879	24190150	24207203	24150879	24190150	39271	17497	0.9635	4.088	2	2	0		PWRN1=HP:0001623:Breech presentation
1401	NAHR_00352_chr1_148M	chr1	148101628	148109148	149549272	149556784	148109148	149549272	1440124	7516	0.9735	3.773	27	3	0		
1402	NAHR_00473_chr1_148M	chr1	148101628	148109148	149549272	149556784	148109148	149549272	1440124	7516	0.9735	3.773	27	3	0		
1403	NAHR_01626_chr2_87M	chr2	87333379	87340234	88977262	88984129	87340234	88977262	1637028	6861	0.9813	3.765	27	3	0		
1404	NAHR_01635_chr2_87M	chr2	87333379	87340234	88977262	88984129	87340234	88977262	1637028	6861	0.9813	3.765	27	3	0		
1405	NAHR_02164_chr4_143M	chr4	143875710	143917612	144115806	144149194	143917612	144115806	198194	37645	0.9721	4.448	5	1	0		
1406	NAHR_02170_chr4_143M	chr4	143875710	143917612	144115806	144149194	143917612	144115806	198194	37645	0.9721	4.448	5	1	0		
1407	NAHR_01426_chr17_20M	chr17	20830779	20874451	22534649	22576200	20874451	22534649	1660198	42611	0.9605	4.447	29	1	0		
1408	NAHR_01447_chr17_20M	chr17	20830779	20874451	22534649	22576200	20874451	22534649	1660198	42611	0.9605	4.447	29	1	0		
1409	NAHR_00592_chr10_79M	chr10	79649777	79680196	79794279	79827996	79680196	79794279	114083	32068	0.9852	4.440	2	1	0		NUTM2B-AS1=HP:0001251:Ataxia
1410	NAHR_00594_chr10_79M	chr10	79649777	79680196	79794279	79827996	79680196	79794279	114083	32068	0.9852	4.440	2	1	0		NUTM2B-AS1=HP:0001251:Ataxia
1411	NAHR_00349_chr1_148M	chr1	148081902	148098457	149019851	149036667	148098457	149019851	921394	16685	0.9635	4.068	18	2	0		
1412	NAHR_00411_chr1_148M	chr1	148081902	148098457	149019851	149036667	148098457	149019851	921394	16685	0.9635	4.068	18	2	0		
1413	NAHR_00832_chr15_30M	chr15	30581218	30599953	30642954	30662071	30599953	30642954	43001	18926	0.9504	4.065	7	2	0		
1414	NAHR_00837_chr15_30M	chr15	30581218	30599953	30642954	30662071	30599953	30642954	43001	18926	0.9504	4.065	7	2	0		
1415	NAHR_01717_chr2_97M	chr2	97105467	97145716	97557810	97597982	97145716	97557810	412094	40210	0.9626	4.432	6	1	0		
1416	NAHR_01726_chr2_97M	chr2	97105467	97145716	97557810	97597982	97145716	97557810	412094	40210	0.9626	4.432	6	1	0		
1417	NAHR_02779_chrX_55M	chrX	55453529	55480141	55493063	55519672	55480141	55493063	12922	26610	0.9997	4.424	2	1	0		
1418	NAHR_02780_chrX_55M	chrX	55453529	55480141	55493063	55519672	55480141	55493063	12922	26610	0.9997	4.424	2	1	0		
1419	NAHR_01802_chr2_131M	chr2	131200603	131217260	131534742	131551347	131217260	131534742	317482	16631	0.9560	4.035	13	2	0		
1420	NAHR_01810_chr2_131M	chr2	131200603	131217260	131534742	131551347	131217260	131534742	317482	16631	0.9560	4.035	13	2	0		
1421	NAHR_00763_chr15_24M	chr15	24256709	24295285	24422743	24464552	24295285	24422743	127458	40192	0.9534	4.390	2	1	0		PWRN1=HP:0001623:Breech presentation
1422	NAHR_00776_chr15_24M	chr15	24256709	24295285	24422743	24464552	24295285	24422743	127458	40192	0.9534	4.390	2	1	0		PWRN1=HP:0001623:Breech presentation
1423	NAHR_02903_chrY_23M	chrY	23186746	23200000	24801139	24814385	23200000	24801139	1601139	13250	0.9763	4.024	10	2	0		DAZ2=HP:0000028:Cryptorchidism
1424	NAHR_02918_chrY_23M	chrY	23186746	23200000	24801139	24814385	23200000	24801139	1601139	13250	0.9763	4.024	10	2	0		DAZ2=HP:0000028:Cryptorchidism
1425	NAHR_00786_chr15_28M	chr15	28282655	28316243	28597201	28628768	28316243	28597201	280958	32577	0.9707	4.381	8	1	0		HERC2=HP:0001623:Breech presentation
1426	NAHR_00791_chr15_28M	chr15	28282655	28316243	28597201	28628768	28316243	28597201	280958	32577	0.9707	4.381	8	1	0		HERC2=HP:0001623:Breech presentation
1427	NAHR_02166_chr4_144M	chr4	143996506	144027843	144115806	144149192	144027843	144115806	87963	32361	0.9702	4.376	3	1	0		
1428	NAHR_02169_chr4_144M	chr4	143996506	144027843	144115806	144149192	144027843	144115806	87963	32361	0.9702	4.376	3	1	0		
1429	NAHR_00385_chr1_148M	chr1	148440984	148465535	149170310	149194881	148465535	149170310	704775	24561	0.9931	4.360	11	1	0		
1430	NAHR_00403_chr1_148M	chr1	148569305	148596317	149055777	149082738	148596317	149055777	459460	26986	0.9838	4.360	9	1	0		
1431	NAHR_00424_chr1_148M	chr1	148569305	148596317	149055777	149082738	148596317	149055777	459460	26986	0.9838	4.360	9	1	0		
1432	NAHR_00446_chr1_148M	chr1	148440984	148465535	149170310	149194881	148465535	149170310	704775	24561	0.9931	4.360	11	1	0		
